cluster_id,representative_llm,representative_llm_free,representative,total_count,members
233,HANDLED_BY_SPECIFIC_GROUP_OF_PEOPLE,HANDLED_BY_SPECIFIC_ENTITY,HANDLED_BY_SPECIFIC_GROUP_OF_PEOPLE,1,1
239,AFFECTED_BY_MUSHROOM_GROWTH,AFFECTED_BY_GROWTH,AFFECTED_BY_MUSHROOM_GROWTH,1,1
240,BELL_PLACEMENT_MONTH,BELL_PLACEMENT_PERIOD,BELL_PLACEMENT_MONTH,1,1
241,EQUIPMENT_COMPONENT_OF,PART_OF_EQUIPMENT,EQUIPMENT_COMPONENT_OF,1,1
148,WATERCRESS_SORREL_RELATED_TO,RELATED_TO_GREENS,WATERCRESS_SORREL_RELATED_TO,1,1
155,TRENCH_BEDDED_WITH,CONTAINS,TRENCH_BEDDED_WITH,1,1
156,REGENERATED_AT,TIMESTAMP_CREATED,REGENERATED_AT,1,1
157,USEFULNESS_OF,UTILITY,USEFULNESS_OF,1,1
158,USES_TO_PERFORM_ACTION,USES_TO_PERFORM_ACTION,USES_TO_PERFORM_ACTION,1,1
161,OLD_DRY_MANURE_IS_USED_WITH_PEAS,MANURE_USED_AS_FERTILIZER,OLD_DRY_MANURE_IS_USED_WITH_PEAS,1,1
164,REMOVE_DURING_PLANTING,REMOVE_DURING_PROCESSING,REMOVE_DURING_PLANTING,1,1
165,RETAINS.VERTICAL_DIRECTION,RETAIN_VERTICAL_DIRECTION,RETAINS.VERTICAL_DIRECTION,1,1
166,USES_INPUT_FOR_CARE,INPUT_USAGE,USES_INPUT_FOR_CARE,1,1
172,REASONING_ABOUT,REASONING_ABOUT,REASONING_ABOUT,1,1
173,IS_A_MEMBER_OF,MEMBERSHIP_RELATIONSHIP,IS_A_MEMBER_OF,1,1
176,WORKED_WITH,COLLABORATED_WITH,WORKED_WITH,1,1
177,PLANTED_AS_BROADCAST_CROP,PLANTED_AS_CROP,PLANTED_AS_BROADCAST_CROP,1,1
242,AFFECTED_BY_WATER_LOVING,AFFECTED_BY_WATER,AFFECTED_BY_WATER_LOVING,1,1
243,BOUND_FOR_BLANCHING,BLANCHING_PURPOSE,BOUND_FOR_BLANCHING,1,1
244,TREATED_WITH_THERMOSIPHON_DEVICE,TREATED_WITH_THERMAL_EQUIPMENT,TREATED_WITH_THERMOSIPHON_DEVICE,1,1
246,ARElined_WITH,CONTAINMENT_RELATIONSHIP,ARElined_WITH,1,1
247,FOUNDED_PRIZE,FOUNDED_AWARD,FOUNDED_PRIZE,1,1
248,ENCROACHES_WITH,SPATIAL_RELATIONSHIP,ENCROACHES_WITH,1,1
249,NEEDS_TO_MAKE_LAYERS_FOR,NEEDS_LAYERING,NEEDS_TO_MAKE_LAYERS_FOR,1,1
250,ARE_CUT_FLUSH_WITH_THE_GROUND_IF THEY_ARE_DRY,ARE_CUT_DOWN_IF_DRY,ARE_CUT_FLUSH_WITH_THE_GROUND_IF THEY_ARE_DRY,1,1
251,IS_EASIER_TO_WORK_WITH_THAN,EASIER_THAN,IS_EASIER_TO_WORK_WITH_THAN,1,1
252,CHARACTERIZED_BY_STEM_AND_CAP,CHARACTERISTIC_OF_MUSHROOM_PART,CHARACTERIZED_BY_STEM_AND_CAP,1,1
253,DOES_NOT_NEED_TRANSPLANTING_DUE_TO_SOIL_CONDITION,SOIL_CONDITION_REASONS_FOR_NO_TRANSPLANTING,DOES_NOT_NEED_TRANSPLANTING_DUE_TO_SOIL_CONDITION,1,1
254,PREVENTS_EVAPOARATION_OF,PREVENTS_LOSS_OF_SUBSTANCE,PREVENTS_EVAPOARATION_OF,1,1
255,MORE_SUCCESSFUL_IN_OCTOBER_THAN_SPRING,MONTHLY_COMPARISON_OF_SUCCESS,MORE_SUCCESSFUL_IN_OCTOBER_THAN_SPRING,1,1
256,CONSEQUENCE_OF,CAUSE_EFFECT,CONSEQUENCE_OF,1,1
257,RADISH_GROWN_AND_WATERED,RADISH_CARE_ACTIVITY,RADISH_GROWN_AND_WATERED,1,1
258,FIELD_PREPARATION_PRACTICE,FIELD_PREPARATION,FIELD_PREPARATION_PRACTICE,1,1
259,PRODUCE_LARGE_ROOTS_IN_THE_WINTER,GROW_IN_WINTER,PRODUCE_LARGE_ROOTS_IN_THE_WINTER,1,1
261,LEFT_ON_TEENS_UNTIL,LEFT_ON_TEENAGE_YEARS,LEFT_ON_TEENS_UNTIL,1,1
262,PUTTIED_WITH_FOUNTAIN_PUTTY,PUTTY_RELATED,PUTTIED_WITH_FOUNTAIN_PUTTY,1,1
263,BURIED_WITH,BURIAL_RELATIONSHIP,BURIED_WITH,1,1
264,FIX,FINANCIAL_EXCHANGE,FIX,1,1
265,AFFECTED_BY_MANURE_FERTILITY,AFFECTED_BY_FERTILIZER,AFFECTED_BY_MANURE_FERTILITY,1,1
267,DESTRUCTIVE_IMPACT_ON_PLANTS,IMPACT_ON_ENVIRONMENT,DESTRUCTIVE_IMPACT_ON_PLANTS,1,1
268,RELIES_ON,DEPENDENCY,RELIES_ON,1,1
270,DOCUMENTED_AT,DOCUMENTATION_REFERENCE,DOCUMENTED_AT,1,1
272,TAKES_TIME_TO_BECOME_FERTILE_AND_EASY_TO_CULTIVATE,TIME_TO_MATURITY,TAKES_TIME_TO_BECOME_FERTILE_AND_EASY_TO_CULTIVATE,1,1
273,EXTRACTED_FROM_ECONOMICS_DATA,DERIVED_FROM_DATA_SOURCE,EXTRACTED_FROM_ECONOMICS_DATA,1,1
121,TRIGGERED_IN_CONDITIONS,CONDITION_TRIGGERING,TRIGGERED_IN_CONDITIONS,1,1
123,RECEIVES_SAME_CARE_AS,RECEIVES_SAME_TREATMENT_AS,RECEIVES_SAME_CARE_AS,1,1
124,REDUCES_WATERING_NEEDS_OF,IRRIGATION_EFFECT,REDUCES_WATERING_NEEDS_OF,1,1
125,STEAM_CONTAINS_SOMETHING_HARMFUL,CONTAIN_HAZARD,STEAM_CONTAINS_SOMETHING_HARMFUL,1,1
126,WOODEN_WHEELBARROW_EQUIPPED_WITH_HANDLEBARS_AND_CROSSBARS_TO_TRANSPORT_MATERIALS,HAND_CART_OR_BARROW,WOODEN_WHEELBARROW_EQUIPPED_WITH_HANDLEBARS_AND_CROSSBARS_TO_TRANSPORT_MATERIALS,1,1
127,SLIDE_AGAINST,COLLIDE_WITH,SLIDE_AGAINST,1,1
131,MULCHED_UNDER,MULCHING_STATUS,MULCHED_UNDER,1,1
136,SENT_TO_MARKET_AT,RELEASED_TO_MARKET,SENT_TO_MARKET_AT,1,1
137,TIME_OF_TRANSPLANT,TRANSPLANT_TIME,TIME_OF_TRANSPLANT,1,1
145,MARKET_GARDENERS_WORKER_CLASS_IS_VERY_PEACEFUL,MARKET_GARDENER_CHARACTERISTICS,MARKET_GARDENERS_WORKER_CLASS_IS_VERY_PEACEFUL,1,1
275,EXCELLENT_QUALITY,HIGH_QUALITY,EXCELLENT_QUALITY,1,1
276,HAS_PULLEY,HAS_MECHANICAL_COMPONENT,HAS_PULLEY,1,1
277,RELIGIOUS_CEREMONY_ATTENDED_BY,ATTENDEE_OF_RELIGIOUS_EVENT,RELIGIOUS_CEREMONY_ATTENDED_BY,1,1
279,SHADE PROVIDED_BY,PROVIDES_SHADE,SHADE PROVIDED_BY,1,1
280,GAVE_BACK,RETURNED_ITEM,GAVE_BACK,1,1
282,COMPETES_WITH,COMPETITOR_RELATIONSHIP,COMPETES_WITH,1,1
283,UNAFFECTED_BY,UNRELATED_TO,UNAFFECTED_BY,1,1
285,STRUCTURE_LOCATION,LOCATION_OF_STRUCTURE,STRUCTURE_LOCATION,1,1
286,OVERLAPPED_WITH,OVERLAP,OVERLAPPED_WITH,1,1
287,AIMED_AT_PRODUCING_MANUAL_FOR,AIMED_AT_PRODUCING_RESOURCE_FOR,AIMED_AT_PRODUCING_MANUAL_FOR,1,1
288,CANTALOUPE_CROP_OF,CROP_OF_FRUIT,CANTALOUPE_CROP_OF,1,1
290,HAD_COMPETITION_OPEN,HAD_EVENT_OR_COMPETITION,HAD_COMPETITION_OPEN,1,1
291,CAN_WITHSTAND,RESISTANT_TO,CAN_WITHSTAND,1,1
293,CHECKED_FOR,VERIFICATION_STATUS,CHECKED_FOR,1,1
294,LETTUCE_NEVER_REPLACED,LETTUCE_NEVER_REPLACED,LETTUCE_NEVER_REPLACED,1,1
295,EXTENDS_INTO_PATHS,EXTENSION_RELATIONSHIP,EXTENDS_INTO_PATHS,1,1
296,USED_AS_CONDIMENT_IN,USED_AS_CONDIMENT,USED_AS_CONDIMENT_IN,1,1
297,CONTAINS_IN_AVERAGE,CONTAINMENT_RELATIONSHIP,CONTAINS_IN_AVERAGE,1,1
298,BEGINS_AT_MONTH_OF,STARTS_IN_MONTH_OF,BEGINS_AT_MONTH_OF,1,1
301,LOCATION_ASSOCIATION,LOCATION_ASSOCIATION,LOCATION_ASSOCIATION,1,1
303,APPLY_TREATMENT_ON_AREA,TREATMENT_APPLICATION,APPLY_TREATMENT_ON_AREA,1,1
304,COMPLETELY_MILLED_TO_BLEACH,MILLING_STATUS,COMPLETELY_MILLED_TO_BLEACH,1,1
96,LACKS_INHERENT_QUALITY_OF,DEFICIENCY_RELATIONSHIP,LACKS_INHERENT_QUALITY_OF,1,1
101,SEED_SOURCES,SEEDING_RELATIONS,SEED_SOURCES,1,1
104,UNDERGOES_PROCESS,UNDERGOES_ACTION,UNDERGOES_PROCESS,1,1
106,RELATIONSHIP_TYPE_FRESHENED_WITH,FRESHENED_WITH_RELATIONSHIP_TYPE,RELATIONSHIP_TYPE_FRESHENED_WITH,1,1
107,GROWN_IN_MANURE_FILLED_PITS,GROWN_IN_UNHYGIENIC_CONDITIONS,GROWN_IN_MANURE_FILLED_PITS,1,1
111,LATHS_COMBINED_WITH_STRAW_AND_WICKER_TO_CONSTRUCT_WINDBREAKS,CONSTRUCTING_WINDBREAKS,LATHS_COMBINED_WITH_STRAW_AND_WICKER_TO_CONSTRUCT_WINDBREAKS,1,1
72,VARIES_BY,VARIATION_RELATIONSHIP,VARIES_BY,1,1
306,HAS_REPUTATION_AS,HAS_REPUTATION,HAS_REPUTATION_AS,1,1
307,PERSIL_IS_SUBTYPE_OF,INSTANCE_OF,PERSIL_IS_SUBTYPE_OF,1,1
308,HAS_CROP_RELATIONSHIP_WITH,HAS_CROP_RELATIONSHIP,HAS_CROP_RELATIONSHIP_WITH,1,1
309,EXPOSURE_INFLUENCE_ON_GROWTH,EXPOSURE_EFFECT_ON_DEVELOPMENT,EXPOSURE_INFLUENCE_ON_GROWTH,1,1
310,ABSORBS_HEAT_FROM,THERMAL_ABSORPTION,ABSORBS_HEAT_FROM,1,1
311,SPECIFIC_TO_REGION,REGION_SPECIFIC,SPECIFIC_TO_REGION,1,1
312,CUT_BACK_REGULARLY,MAINTAIN_PLANT_SIZE,CUT_BACK_REGULARLY,1,1
313,PEOPLE_RELATIONSHIP_ENCOURAGE_ECONOMY,ENCOURAGE_ECONOMIC_GROWTH,PEOPLE_RELATIONSHIP_ENCOURAGE_ECONOMY,1,1
314,INTRODUCED_TO,MEET,INTRODUCED_TO,1,1
315,CAN_STILL_BE_PLANTED,PLANTABILITY_STATUS,CAN_STILL_BE_PLANTED,1,1
316,HAS_PEST_RELATIONSHIP_WITH,HAS_PEST_OR_HOST_RELATIONSHIP,HAS_PEST_RELATIONSHIP_WITH,1,1
317,LATER_THAN,TEMPORAL_RELATIONSHIP,LATER_THAN,1,1
318,TRANSLANTED_TWICE,DUPLICATE_TRANSLATION,TRANSLANTED_TWICE,1,1
319,CABBAGE_POMMENT_AGE,CABBAGE_HARVESTING_AGE,CABBAGE_POMMENT_AGE,1,1
320,MEASUREMENT_UNIT_OF,UNIT_OF_MEASUREMENT,MEASUREMENT_UNIT_OF,1,1
321,OPTIMAL_TIME_FOR,OPTIMAL_TIME,OPTIMAL_TIME_FOR,1,1
322,EXPOSED_TO_NATURAL_ELEMENT_FOR_AIRING,EXPOSED_TO_ENVIRONMENTAL_ELEMENTS,EXPOSED_TO_NATURAL_ELEMENT_FOR_AIRING,1,1
323,ADJACENT_IN_FIELD_LAYOUT,SPATIAL_RELATIONSHIP,ADJACENT_IN_FIELD_LAYOUT,1,1
324,COUNTER_PLANTED_WITH,PLANTED_WITH,COUNTER_PLANTED_WITH,1,1
328,RIPENS_SEED_IN,CAUSES_FRUIT_TO_RIPEN,RIPENS_SEED_IN,1,1
329,REJECTED_BY,REJECTION_RELATIONSHIP,REJECTED_BY,1,1
330,COOPER_CINNAMON_USED_IN_LEAD_PIPE_END,CONTAINS_SUBSTANCE,COOPER_CINNAMON_USED_IN_LEAD_PIPE_END,1,1
331,COMMON_NAME_OF_CROP,CROP_COMMON_NAME,COMMON_NAME_OF_CROP,1,1
333,SECOND_PLANTING_STUNTS_GROWTH,NEGATIVELY_AFFECTS_GROWTH,SECOND_PLANTING_STUNTS_GROWTH,1,1
334,HEATS_TO_PRESERVE,HEAT_SETTING,HEATS_TO_PRESERVE,1,1
336,HAS_FRUIT_LENGTH,HAS_MEASUREMENT,HAS_FRUIT_LENGTH,1,1
337,INCLUDES_IN_LAYERING_PROCESS,CONTAINS_IN_PROCESS,INCLUDES_IN_LAYERING_PROCESS,1,1
